,genres,rating
853,126,6.6
854,118,7.5
855,119,5.7
856,130,7.2
857,97,6.7
858,97,6.1
859,102,7.3
860,73,6.8
861,116,6.9
862,123,6.9
863,118,7.4
864,73,8.0
865,119,6.5
866,131,6.6
867,124,6.2
868,123,6.6
869,17,5.6
870,118,7.5
871,124,6.3
872,132,7.5
873,116,6.2
874,131,6.4
875,123,7.4
876,118,5.9
877,119,6.2
878,123,7.7
879,123,7.1
880,118,7.4
881,117,7.5
882,132,6.6
883,17,5.8
884,117,7.5
885,119,6.4
886,120,7.6
887,126,6.7
888,133,6.5
889,121,6.2
890,116,6.6
891,119,6.2
892,117,7.7
893,97,5.9
894,117,5.3
895,116,6.8
896,131,7.4
897,132,7.5
898,117,7.8
899,97,6.4
900,36,8.5
901,76,8.5
902,134,8.0
903,36,8.0
904,135,7.7
905,136,7.2
906,137,7.1
907,76,7.1
908,136,8.2
909,36,7.8
910,135,7.0
911,137,6.4
912,134,7.5
913,137,7.0
914,134,7.4
915,137,6.4
916,36,7.7
917,134,7.5
918,136,6.8
919,137,7.9
920,76,7.7
921,36,7.3
922,134,6.3
923,138,6.3
924,139,6.7
925,135,7.8
926,140,6.5
927,141,6.9
928,134,7.4
929,134,5.7
930,142,7.0
931,76,7.5
932,143,6.8
933,141,6.8
934,136,6.5
935,134,6.6
936,144,7.9
937,136,6.3
938,135,7.2
939,134,7.9
940,36,7.2
941,36,7.6
942,135,6.0
943,135,6.2
944,135,7.6
945,76,6.4
946,134,7.0
947,134,7.3
948,76,6.8
949,135,6.6
950,76,6.5
951,134,6.8
952,134,6.9
953,36,7.7
954,76,6.9
955,134,7.1
956,137,7.2
957,135,8.1
958,135,6.2
959,136,6.3
960,76,7.9
961,36,6.9
962,137,5.8
963,137,6.7
964,134,5.6
965,36,6.7
966,36,7.7
967,137,7.6
968,134,6.7
969,76,8.1
970,135,6.2
971,36,6.5
972,137,7.4
973,134,5.9
974,145,7.1
975,114,7.6
976,135,5.4
977,134,6.1
978,134,7.2
979,76,6.3
980,139,7.8
981,36,7.0
982,137,7.6
983,140,7.3
984,76,7.7
985,137,6.6
986,137,6.2
987,36,7.4
988,76,7.3
989,137,6.9
990,76,7.0
991,146,5.0
992,137,3.5
993,135,5.9
994,36,6.8
995,134,7.2
996,134,7.6
997,134,7.7
998,144,7.6
999,76,5.9
1000,48,8.6
1001,68,8.5
1002,147,8.4
1003,147,8.1
1004,52,8.5
1005,71,8.1
1006,71,8.1
1007,68,8.0
1008,16,7.5
1009,148,8.0
1010,81,8.4
1011,52,7.3
1012,116,8.5
1013,48,8.1
1014,16,7.6
1015,68,7.9
1016,149,8.0
1017,19,7.0
1018,48,8.2
1019,87,8.4
1020,148,7.9
1021,58,7.6
1022,48,7.8
1023,87,7.6
1024,87,7.5
1025,116,7.7
1026,68,7.7
1027,150,7.8
1028,48,7.7
1029,87,8.0
1030,147,8.4
1031,116,7.5
1032,148,7.7
1033,16,6.7
1034,16,7.5
1035,48,7.9
1036,48,7.8
1037,151,6.8
1038,147,6.6
1039,152,8.3
1040,68,7.3
1041,121,7.6
1042,122,8.1
1043,153,8.3
1044,71,8.4
1045,87,7.4
1046,71,7.8
1047,149,7.0
1048,68,6.7
1049,48,7.6
1050,116,7.6
1051,68,7.9
1052,96,7.3
1053,71,7.5
1054,121,7.1
1055,71,8.0
1056,16,6.9
1057,48,7.7
1058,71,7.4
1059,148,6.4
1060,154,8.3
1061,71,8.2
1062,123,7.2
1063,121,7.2
1064,116,6.8
1065,71,7.2
1066,148,6.7
1067,96,6.8
1068,68,7.4
1069,148,6.9
1070,48,7.6
1071,148,6.8
1072,101,6.9
1073,155,7.8
1074,71,6.5
1075,121,6.6
1076,121,6.5
1077,155,7.2
1078,147,7.3
1079,87,6.2
1080,116,6.3
1081,48,6.8
1082,116,7.3
1083,123,7.3
1084,16,6.5
1085,116,6.8
1086,48,7.8
1087,68,7.2
1088,116,6.9
1089,116,6.8
1090,48,6.5
1091,48,7.7
1092,68,5.0
1093,52,6.4
1094,155,8.2
1095,116,6.9
1096,123,6.9
1097,149,7.6
1098,71,7.1
1099,123,6.6
1100,156,8.8
1101,156,7.8
1102,156,8.3
1103,156,8.3
1104,156,8.0
1105,45,8.3
1106,45,7.7
1107,45,8.6
1108,156,7.8
1109,45,8.0
1110,156,8.0
1111,156,7.8
1112,156,8.5
1113,156,7.8
1114,156,7.2
1115,45,7.7
1116,45,7.4
1117,156,8.0
1118,156,7.9
1119,45,7.6
1120,156,5.2
1121,45,7.4
1122,156,7.7
1123,45,7.1
1124,45,7.7
1125,156,8.3
1126,45,7.0
1127,45,6.9
1128,156,7.0
1129,156,7.7
1130,45,6.5
1131,45,6.8
1132,45,6.9
1133,45,6.8
1134,156,7.7
1135,156,7.7
1136,45,7.4
1137,45,7.6
1138,45,7.8
1139,45,7.0
1140,156,4.1
1141,45,6.6
1142,45,7.3
1143,45,6.7
1144,45,7.1
1145,156,8.1
1146,45,7.0
1147,45,7.2
1148,45,7.7
1149,45,7.1
1150,156,7.6
1151,45,6.8
1152,156,8.1
1153,45,7.1
1154,45,8.0
1155,45,6.3
1156,45,8.0
1157,156,7.8
1158,156,6.9
1159,156,7.8
1160,156,7.0
1161,45,7.1
1162,45,8.2
1163,45,7.3
1164,45,6.9
1165,156,7.2
1166,156,7.6
1167,156,8.0
1168,45,7.9
1169,45,6.5
1170,156,7.2
1171,45,8.0
1172,45,6.7
1173,156,6.7
1174,45,6.9
1175,45,6.4
1176,45,8.3
1177,156,7.8
1178,156,7.2
1179,45,6.4
1180,45,6.2
1181,45,7.2
1182,156,6.7
1183,45,7.4
1184,45,6.4
1185,156,7.6
1186,156,7.9
1187,45,6.4
1188,156,7.2
1189,45,6.7
1190,156,7.4
1191,45,7.0
1192,156,7.9
1193,156,7.4
1194,156,7.0
1195,45,7.0
1196,156,7.0
1197,156,7.3
1198,45,7.6
1199,45,5.6
1200,0,8.8
1201,157,8.7
1202,4,8.6
1203,0,8.0
1204,68,8.5
1205,8,8.5
1206,69,8.2
1207,157,8.5
1208,0,7.9
1209,70,8.1
1210,72,8.3
1211,0,8.1
1212,0,7.9
1213,0,8.1
1214,0,7.2
1215,0,8.4
1216,157,8.0
1217,115,8.4
1218,74,7.7
1219,0,7.2
1220,54,8.3
1221,4,8.0
1222,68,8.0
1223,0,6.9
1224,0,7.3
1225,0,7.7
1226,0,7.0
1227,0,7.0
1228,158,8.1
1229,0,7.3
1230,0,8.0
1231,0,7.8
1232,0,8.3
1233,0,7.7
1234,158,7.9
1235,69,8.1
1236,0,6.4
1237,0,7.3
1238,0,7.0
1239,18,8.3
1240,0,7.9
1241,0,7.9
1242,68,7.9
1243,0,7.0
1244,149,8.0
1245,0,7.4
1246,19,7.0
1247,0,6.9
1248,0,7.8
1249,0,7.3
1250,69,7.4
1251,72,8.0
1252,0,7.0
1253,159,7.4
1254,157,7.2
1255,158,7.4
1256,0,7.4
1257,69,7.6
1258,69,7.1
1259,0,6.2
1260,0,7.0
1261,0,6.7
1262,8,7.8
1263,68,7.7
1264,0,6.9
1265,0,6.6
1266,0,7.7
1267,74,7.9
1268,74,7.6
1269,157,6.8
1270,158,6.4
1271,0,6.7
1272,0,7.7
1273,0,6.7
1274,0,6.9
1275,69,6.6
1276,0,6.6
1277,160,6.5
1278,151,6.8
1279,0,6.4
1280,0,6.6
1281,8,7.4
1282,0,6.7
1283,120,7.5
1284,0,6.9
1285,0,6.2
1286,68,7.3
1287,0,6.0
1288,157,6.3
1289,0,6.4
1290,0,6.6
1291,120,7.6
1292,0,7.8
1293,158,6.7
1294,161,7.8
1295,122,8.1
1296,0,7.5
1297,0,5.8
1298,62,7.3
1299,0,6.5
1300,49,8.6
1301,49,8.5
1302,147,8.4
1303,147,8.1
1304,51,8.1
1305,52,8.5
1306,49,8.3
1307,71,8.1
1308,71,8.1
1309,49,8.1
1310,49,8.5
1311,162,8.2
1312,74,7.7
1313,55,8.0
1314,77,8.0
1315,158,8.1
1316,51,8.0
1317,37,8.0
1318,158,7.9
1319,15,7.7
1320,49,8.1
1321,148,8.0
1322,52,7.3
1323,116,8.5
1324,15,8.0
1325,149,8.0
1326,37,7.7
1327,49,8.2
1328,162,7.8
1329,21,8.0
1330,159,7.4
1331,51,7.4
1332,158,7.4
1333,55,7.7
1334,148,7.9
1335,88,8.0
1336,116,7.7
1337,74,7.9
1338,15,7.4
1339,49,7.9
1340,163,8.6
1341,74,7.6
1342,158,6.4
1343,147,8.4
1344,116,7.5
1345,148,7.7
1346,49,7.7
1347,164,7.6
1348,160,6.5
1349,119,7.3
1350,15,6.6
1351,147,6.6
1352,162,7.1
1353,49,7.7
1354,15,7.1
1355,15,6.8
1356,158,6.7
1357,15,7.1
1358,15,7.6
1359,77,8.1
1360,15,7.1
1361,49,7.5
1362,55,6.5
1363,77,7.7
1364,153,8.3
1365,51,7.5
1366,71,8.4
1367,49,7.5
1368,51,6.8
1369,51,7.0
1370,71,7.8
1371,149,7.0
1372,15,7.4
1373,116,7.6
1374,162,7.2
1375,51,7.2
1376,15,6.9
1377,15,7.2
1378,15,6.5
1379,71,7.5
1380,77,7.3
1381,51,6.9
1382,71,8.0
1383,49,7.5
1384,15,6.1
1385,15,7.4
1386,165,7.2
1387,162,7.0
1388,158,6.8
1389,158,7.5
1390,71,7.4
1391,166,4.1
1392,148,6.4
1393,154,8.3
1394,15,6.6
1395,162,6.3
1396,71,8.2
1397,51,6.8
1398,15,6.7
1399,106,7.6
1400,5,8.3
1401,67,8.6
1402,67,8.3
1403,80,8.2
1404,81,8.4
1405,86,8.5
1406,167,7.6
1407,164,7.6
1408,167,7.7
1409,67,8.1
1410,168,7.0
1411,104,7.7
1412,67,8.3
1413,67,8.1
1414,104,7.6
1415,169,7.9
1416,26,8.5
1417,5,8.1
1418,169,8.4
1419,67,7.8
1420,86,7.4
1421,67,8.4
1422,67,7.6
1423,86,7.6
1424,81,8.3
1425,86,6.3
1426,170,6.2
1427,67,7.6
1428,167,7.3
1429,167,8.2
1430,167,8.9
1431,171,7.2
1432,171,7.9
1433,172,6.6
1434,167,5.9
1435,164,7.7
1436,67,7.7
1437,104,7.0
1438,86,8.0
1439,67,8.2
1440,169,7.5
1441,173,7.7
1442,167,6.1
1443,170,6.9
1444,67,8.0
1445,86,8.0
1446,170,7.8
1447,169,8.1
1448,174,5.9
1449,67,8.3
1450,104,6.6
1451,67,8.1
1452,173,7.7
1453,104,7.4
1454,169,8.0
1455,67,6.3
1456,67,7.5
1457,175,7.6
1458,169,7.9
1459,164,6.4
1460,67,7.5
1461,176,7.8
1462,86,7.6
1463,167,8.3
1464,67,7.4
1465,177,7.1
1466,169,6.0
1467,67,6.9
1468,67,7.0
1469,167,8.1
1470,170,7.7
1471,104,7.7
1472,173,5.4
1473,86,4.5
1474,67,8.1
1475,104,8.0
1476,86,7.4
1477,168,5.8
1478,164,6.1
1479,67,8.0
1480,67,7.5
1481,178,7.6
1482,179,6.7
1483,170,8.2
1484,67,7.6
1485,104,7.6
1486,67,7.5
1487,67,7.7
1488,67,6.6
1489,5,6.6
1490,104,7.6
1491,180,7.2
1492,104,6.3
1493,104,7.4
1494,169,6.9
1495,169,7.1
1496,167,6.7
1497,167,6.7
1498,67,6.4
1499,104,6.0
