,run_length,genres,release_date,rating,movie_rated_pg-13,movie_rated_r,movie_rated_pg,movie_rated_g,movie_rated_not rated,movie_rated_approved,movie_rated_passed,movie_rated_nc-17,movie_rated_tv-ma,movie_rated_null,movie_rated_gp,movie_rated_m/pg,movie_rated_tv-14,movie_rated_tv-pg
364,1h 50min,Comedy; ,7,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
365,1h 58min,Comedy; ,4,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
366,1h 56min,Comedy; Romance; ,7,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
367,1h 47min,Comedy; ,1,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
368,1h 34min,Comedy; Romance; ,5,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
369,1h 47min,Comedy; ,5,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
370,1h 47min,Comedy; ,7,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
371,1h 41min,Comedy; ,10,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
372,1h 35min,Comedy; ,6,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
373,1h 52min,Comedy; ,7,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
374,1h 41min,Comedy; ,4,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
375,1h 33min,Comedy; ,5,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
376,1h 38min,Comedy; ,6,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
377,1h 30min,Comedy; ,10,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
378,1h 49min,Comedy; ,5,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
379,1h 34min,Comedy; ,7,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
380,1h 26min,Comedy; ,4,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
381,1h 57min,Comedy; ,5,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
382,1h 32min,Comedy; Romance; ,8,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
383,1h 47min,Comedy; ,11,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
384,1h 24min,Comedy; ,10,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
385,1h 45min,Comedy; ,5,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
386,2h 10min,Comedy; ,11,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
387,1h 37min,Comedy; ,1,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
388,2h 9min,Comedy; Romance; ,5,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
389,2h 10min,Comedy; ,10,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
390,1h 52min,Comedy; ,5,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
391,1h 41min,Comedy; ,6,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
392,1h 28min,Comedy; ,6,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
393,2h 10min,Comedy; ,10,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
394,1h 49min,Comedy; Romance; ,6,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
395,2h 50min,Comedy; ,11,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
396,1h 44min,Comedy; Romance; ,11,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
397,1h 46min,Comedy; ,4,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
398,1h 59min,Comedy; Romance; ,6,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
399,1h 34min,Comedy; ,6,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
400,2h 32min,Action; Crime; Drama; ,6,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
401,2h 34min,Crime; Drama; ,9,8.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
402,2h 55min,Crime; Drama; ,2,9.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
403,2h 7min,Crime; Drama; Mystery; ,8,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
404,1h 58min,Crime; Drama; Thriller; ,1,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
405,2h 31min,Crime; Drama; Thriller; ,9,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
406,3h,Biography; Crime; Drama; ,11,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
407,3h 9min,Crime; Drama; Fantasy; ,11,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
408,3h 22min,Crime; Drama; ,11,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
409,1h 50min,Action; Crime; Drama; ,10,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
410,2h 26min,Biography; Crime; Drama; ,8,8.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
411,1h 51min,Action; Crime; Thriller; ,9,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
412,1h 46min,Crime; Mystery; Thriller; ,7,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
413,1h 39min,Crime; Drama; Thriller; ,8,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
414,2h 2min,Crime; Drama; Thriller; ,10,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
415,2h 2min,Crime; Drama; Thriller; ,9,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
416,2h 21min,Biography; Crime; Drama; ,11,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
417,1h 42min,Comedy; Crime; ,0,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
418,2h 16min,Crime; Drama; Sci-Fi; ,1,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
419,2h 4min,Crime; Thriller; ,3,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
420,2h 50min,Crime; Drama; ,11,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
421,1h 57min,Comedy; Crime; Sport; ,2,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
422,1h 54min,Crime; Drama; ,1,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
423,2h 10min,Crime; Drama; ,1,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
424,1h 39min,Adventure; Comedy; Crime; ,2,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
425,2h 17min,Action; Crime; Thriller; ,3,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
426,1h 36min,Crime; Drama; ,3,8.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
427,1h 38min,Crime; Drama; Thriller; ,3,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
428,1h 55min,Crime; Mystery; Thriller; ,4,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
429,2h 33min,Crime; Drama; Mystery; ,8,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
430,2h 50min,Crime; Drama; Thriller; ,11,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
431,1h 40min,Crime; Drama; ,8,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
432,1h 47min,Action; Comedy; Crime; ,7,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
433,2h 18min,Crime; Drama; Mystery; ,8,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
434,1h 57min,Action; Comedy; Crime; ,3,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
435,1h 41min,Action; Crime; Thriller; ,9,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
436,1h 56min,Crime; Thriller; ,11,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
437,1h 49min,Action; Comedy; Crime; ,2,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
438,2h 25min,Action; Crime; Mystery; ,5,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
439,2h 48min,Crime; Drama; Mystery; ,11,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
440,1h 41min,Comedy; Crime; Drama; ,3,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
441,2h 58min,Crime; Drama; ,10,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
442,1h 57min,Crime; Drama; Thriller; ,9,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
443,2h,Action; Comedy; Crime; ,5,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
444,2h 18min,Crime; Drama; ,11,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
445,2h 37min,Crime; Drama; Mystery; ,2,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
446,1h 53min,Action; Crime; Drama; ,5,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
447,1h 38min,Comedy; Crime; ,6,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
448,1h 52min,Crime; Drama; Thriller; ,4,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
449,2h 14min,Biography; Crime; Drama; ,9,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
450,2h 18min,Crime; Drama; Mystery; ,9,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
451,2h 38min,Crime; Drama; Mystery; ,11,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
452,1h 55min,Comedy; Crime; Drama; ,11,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
453,2h 9min,Biography; Crime; Drama; ,10,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
454,2h 47min,Crime; Drama; ,11,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
455,1h 50min,Comedy; Crime; ,7,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
456,2h 37min,Biography; Crime; Drama; ,10,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
457,1h 47min,Comedy; Crime; Drama; ,1,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
458,2h 2min,Crime; Drama; Thriller; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
459,2h 1min,Action; Crime; Drama; ,9,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
460,1h 50min,Action; Crime; Fantasy; ,5,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
461,2h,Crime; Drama; Thriller; ,7,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
462,2h 5min,Crime; Thriller; ,11,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
463,2h 42min,Crime; Drama; ,11,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
464,2h 2min,Action; Crime; Thriller; ,1,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
465,2h 10min,Action; Adventure; Crime; ,3,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
466,2h 18min,Action; Crime; Sci-Fi; ,5,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
467,2h 10min,Comedy; Crime; Drama; ,10,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
468,2h 5min,Crime; Drama; Thriller; ,8,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
469,1h 46min,Action; Crime; Thriller; ,5,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
470,1h 52min,Action; Comedy; Crime; ,5,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
471,1h 51min,Action; Crime; Thriller; ,4,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
472,1h 41min,Action; Comedy; Crime; ,6,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
473,2h 9min,Crime; Drama; Mystery; ,2,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
474,2h 12min,Action; Crime; Thriller; ,8,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
475,2h 26min,Action; Crime; Drama; ,3,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
476,2h 2min,Action; Crime; Thriller; ,5,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
477,1h 51min,Action; Comedy; Crime; ,7,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
478,2h 34min,Crime; Drama; Thriller; ,11,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
479,1h 36min,Comedy; Crime; Drama; ,8,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
480,3h 49min,Crime; Drama; ,5,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
481,3h 29min,Biography; Crime; Drama; ,10,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
482,1h 50min,Crime; Drama; Mystery; ,3,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
483,2h,Adventure; Comedy; Crime; ,10,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
484,2h 2min,Action; Crime; Drama; ,8,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
485,2h 6min,Action; Crime; Sci-Fi; ,10,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
486,2h 9min,Crime; Drama; ,2,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
487,1h 40min,Comedy; Crime; ,4,5.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
488,1h 51min,Action; Comedy; Crime; ,9,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
489,2h 2min,Action; Crime; Drama; ,8,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
490,1h 32min,Action; Crime; Thriller; ,9,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
491,1h 48min,Action; Crime; Horror; ,0,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
492,1h 47min,Adventure; Comedy; Crime; ,1,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
493,2h 20min,Biography; Crime; Drama; ,6,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
494,1h 59min,Crime; Drama; Thriller; ,5,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
495,1h 55min,Action; Crime; Thriller; ,5,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
496,2h 7min,Biography; Crime; Drama; ,1,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
497,2h 6min,Action; Crime; Fantasy; ,5,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
498,1h 56min,Action; Comedy; Crime; ,4,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
499,1h 49min,Action; Crime; Drama; ,9,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
500,2h 22min,Drama; ,9,9.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
501,2h 32min,Action; Crime; Drama; ,6,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
502,2h 19min,Drama; ,9,8.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
503,2h 34min,Crime; Drama; ,9,8.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
504,2h 22min,Drama; Romance; ,6,8.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
505,2h 58min,Action; Adventure; Drama; ,11,8.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
506,3h 21min,Adventure; Drama; Fantasy; ,11,8.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
507,2h 55min,Crime; Drama; ,2,9.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
508,2h 59min,Adventure; Drama; Fantasy; ,11,8.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
509,2h 49min,Adventure; Drama; Sci-Fi; ,10,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
510,2h 7min,Crime; Drama; Mystery; ,8,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
511,2h 45min,Drama; Western; ,11,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
512,2h 35min,Action; Adventure; Drama; ,4,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
513,1h 58min,Crime; Drama; Thriller; ,1,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
514,2h 33min,Adventure; Drama; War; ,7,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
515,2h 49min,Drama; War; ,6,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
516,3h 15min,Biography; Drama; History; ,1,8.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
517,2h 31min,Crime; Drama; Thriller; ,9,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
518,2h 10min,Drama; Mystery; Sci-Fi; ,9,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
519,3h,Biography; Crime; Drama; ,11,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
520,3h 9min,Crime; Drama; Fantasy; ,11,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
521,3h 22min,Crime; Drama; ,11,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
522,2h 2min,Drama; ,9,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
523,3h 14min,Drama; Romance; ,11,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
524,1h 59min,Drama; ,10,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
525,2h 12min,Action; Drama; Sci-Fi; ,2,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
526,1h 50min,Action; Crime; Drama; ,10,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
527,2h 26min,Biography; Crime; Drama; ,8,8.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
528,2h 58min,Biography; Drama; History; ,4,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
529,1h 28min,Animation; Adventure; Drama; ,5,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
530,1h 43min,Comedy; Drama; Sci-Fi; ,5,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
531,1h 39min,Crime; Drama; Thriller; ,8,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
532,1h 47min,Drama; Mystery; Thriller; ,7,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
533,2h 13min,Drama; ,10,8.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
534,1h 48min,Drama; Romance; Sci-Fi; ,2,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
535,2h 26min,Drama; Horror; ,5,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
536,2h 6min,Drama; Romance; ,0,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
537,2h 29min,Drama; Mystery; Thriller; ,9,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
538,2h 2min,Crime; Drama; Thriller; ,10,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
539,2h 2min,Crime; Drama; Thriller; ,9,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
540,2h 15min,Biography; Drama; ,0,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
541,2h 21min,Biography; Crime; Drama; ,11,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
542,2h,Drama; Romance; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
543,1h 31min,Drama; Sci-Fi; Thriller; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
544,1h 42min,Drama; ,11,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
545,2h 10min,Adventure; Drama; Fantasy; ,6,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
546,3h 1min,Action; Adventure; Drama; ,3,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
547,2h 16min,Crime; Drama; Sci-Fi; ,1,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
548,2h 24min,Adventure; Drama; Sci-Fi; ,9,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
549,1h 52min,Biography; Comedy; Drama; ,6,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
550,1h 53min,Drama; Mystery; Sci-Fi; ,0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
551,1h 57min,Action; Drama; ,2,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
552,2h 50min,Crime; Drama; ,11,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
553,1h 56min,Drama; ,0,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
554,2h 30min,Biography; Drama; Music; ,2,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
555,1h 54min,Crime; Drama; ,1,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
556,1h 46min,Drama; Music; ,1,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
557,1h 48min,Drama; Thriller; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
558,2h 10min,Crime; Drama; ,1,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
559,2h 36min,Action; Adventure; Drama; ,0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
560,1h 41min,Action; Adventure; Drama; ,11,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
561,1h 54min,Biography; Drama; Thriller; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
562,1h 36min,Crime; Drama; ,3,8.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
563,1h 56min,Drama; War; ,6,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
564,2h 2min,Comedy; Drama; Romance; ,11,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
565,1h 58min,Biography; Drama; History; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
566,2h 17min,Action; Drama; Sci-Fi; ,2,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
567,1h 33min,Drama; ,7,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
568,2h 14min,Biography; Drama; History; ,10,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
569,2h 12min,Drama; Sport; ,0,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
570,2h,Biography; Drama; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
571,1h 58min,Drama; Fantasy; War; ,0,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
572,1h 56min,Comedy; Drama; Romance; ,1,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
573,1h 38min,Crime; Drama; Thriller; ,3,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
574,2h 27min,Drama; Mystery; War; ,7,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
575,2h 33min,Crime; Drama; Mystery; ,8,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
576,2h 46min,Drama; Fantasy; Romance; ,11,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
577,1h 56min,Drama; Mystery; Sci-Fi; ,10,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
578,2h 7min,Adventure; Drama; Fantasy; ,10,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
579,1h 59min,Comedy; Drama; ,10,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
580,2h,Biography; Drama; Thriller; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
581,2h 50min,Crime; Drama; Thriller; ,11,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
582,2h 28min,Adventure; Biography; Drama; ,9,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
583,1h 40min,Crime; Drama; ,8,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
584,1h 53min,Action; Drama; Sci-Fi; ,8,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
585,1h 46min,Action; Drama; History; ,6,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
586,2h 18min,Crime; Drama; Mystery; ,8,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
587,2h 6min,Drama; Romance; Sci-Fi; ,0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
588,2h 23min,Adventure; Drama; Romance; ,11,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
589,1h 42min,Drama; Romance; War; ,0,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
590,2h 3min,Drama; Romance; ,5,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
591,2h,Drama; Sport; ,11,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
592,2h 38min,Drama; ,0,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
593,1h 41min,Action; Drama; Mystery; ,10,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
594,2h 48min,Crime; Drama; Mystery; ,11,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
595,1h 45min,Action; Drama; Sci-Fi; ,7,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
596,1h 55min,Action; Drama; Sci-Fi; ,6,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
597,2h 41min,Comedy; Drama; ,6,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
598,2h 42min,Action; Drama; Mystery; ,2,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
599,2h 23min,Adventure; Drama; Thriller; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
600,3h 21min,Adventure; Drama; Fantasy; ,11,8.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
601,2h 59min,Adventure; Drama; Fantasy; ,11,8.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
602,2h 1min,Action; Adventure; Fantasy; ,4,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
603,2h 4min,Action; Adventure; Fantasy; ,5,8.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
604,3h 9min,Crime; Drama; Fantasy; ,11,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
605,2h 42min,Action; Adventure; Fantasy; ,11,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
606,2h 23min,Action; Adventure; Fantasy; ,6,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
607,2h 11min,Action; Adventure; Fantasy; ,4,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
608,2h 49min,Adventure; Fantasy; ,11,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
609,2h 10min,Adventure; Drama; Fantasy; ,6,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
610,1h 55min,Action; Adventure; Fantasy; ,4,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
611,2h 16min,Action; Adventure; Fantasy; ,4,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
612,2h 20min,Action; Adventure; Fantasy; ,4,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
613,2h 31min,Action; Adventure; Fantasy; ,6,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
614,2h 22min,Action; Adventure; Fantasy; ,4,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
615,2h 32min,Adventure; Fantasy; ,10,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
616,1h 58min,Drama; Fantasy; War; ,0,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
