,run_length,genres,release_date,rating,movie_rated_pg-13,movie_rated_r,movie_rated_pg,movie_rated_g,movie_rated_not rated,movie_rated_approved,movie_rated_passed,movie_rated_nc-17,movie_rated_tv-ma,movie_rated_null,movie_rated_gp,movie_rated_m/pg,movie_rated_tv-14,movie_rated_tv-pg
749,1h 43min,Biography; Drama; History; ,10,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
750,1h 55min,Biography; Drama; History; ,1,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
751,2h 2min,Biography; Drama; History; ,0,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
752,2h 18min,Biography; Drama; History; ,3,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
753,2h 3min,Biography; Drama; History; ,9,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
754,2h 47min,Drama; History; Thriller; ,11,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
755,1h 51min,Drama; History; Sci-Fi; ,3,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
756,2h 41min,Drama; History; ,0,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
757,1h 33min,Biography; Drama; History; ,10,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
758,2h 43min,Biography; Drama; History; ,3,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
759,2h 4min,Biography; Drama; History; ,1,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
760,2h 8min,Crime; Drama; History; ,0,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
761,2h 9min,Drama; History; ,2,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
762,2h 8min,Biography; Drama; History; ,0,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
763,3h 22min,Biography; Drama; History; ,10,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
764,2h 15min,Biography; Drama; History; ,0,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
765,1h 47min,Comedy; Drama; History; ,2,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
766,1h 37min,Action; Drama; History; ,6,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
767,1h 50min,Biography; Drama; History; ,9,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
768,2h 9min,Drama; Fantasy; History; ,7,5.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
769,2h 20min,Biography; Drama; History; ,10,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
770,2h 21min,Biography; Drama; History; ,3,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
771,1h 40min,Biography; Drama; History; ,11,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
772,1h 51min,Drama; History; War; ,3,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
773,2h 35min,Biography; Drama; History; ,11,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
774,2h 24min,Drama; History; Mystery; ,2,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
775,1h 54min,Biography; Drama; History; ,9,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
776,2h 20min,Drama; History; Sport; ,6,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
777,2h 17min,Crime; Drama; History; ,4,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
778,2h 10min,Action; Drama; History; ,0,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
779,2h 13min,Biography; Drama; History; ,9,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
780,1h 57min,Action; Drama; History; ,0,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
781,2h 18min,Drama; History; Thriller; ,6,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
782,1h 45min,Biography; Drama; History; ,0,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
783,2h 42min,Action; Drama; History; ,3,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
784,2h 5min,Adventure; Drama; History; ,9,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
785,2h 25min,Drama; History; Thriller; ,0,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
786,1h 49min,Biography; Drama; History; ,3,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
787,1h 53min,Drama; History; War; ,11,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
788,1h 6min,Drama; History; Thriller; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
789,2h 10min,Drama; History; ,0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
790,2h 58min,Action; Drama; History; ,9,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
791,2h 18min,Action; Drama; History; ,10,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
792,2h 55min,Drama; History; War; ,5,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
793,2h 21min,Biography; Drama; History; ,1,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
794,2h 26min,Drama; History; Romance; ,11,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
795,2h 3min,Action; Drama; History; ,2,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
796,2h 15min,Biography; Drama; History; ,1,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
797,2h 23min,Crime; Drama; History; ,7,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
798,1h 54min,Biography; Drama; History; ,9,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
799,1h 29min,Drama; History; Music; ,5,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
800,2h 26min,Drama; Horror; ,5,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
801,1h 57min,Horror; Sci-Fi; ,5,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
802,1h 56min,Action; Adventure; Horror; ,5,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
803,1h 49min,Horror; Mystery; Thriller; ,8,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
804,1h 39min,Comedy; Horror; ,8,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
805,1h 44min,Horror; Mystery; Thriller; ,1,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
806,2h 15min,Horror; ,8,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
807,1h 52min,Horror; Mystery; Thriller; ,6,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
808,1h 57min,Horror; Thriller; ,0,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
809,1h 30min,Drama; Horror; Sci-Fi; ,3,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
810,1h 43min,Horror; Mystery; ,9,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
811,1h 53min,Drama; Horror; Sci-Fi; ,5,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
812,1h 25min,Action; Adventure; Horror; ,0,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
813,1h 35min,Horror; ,3,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
814,1h 49min,Horror; Mystery; Sci-Fi; ,5,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
815,2h 2min,Horror; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
816,1h 56min,Drama; Horror; ,11,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
817,1h 44min,Horror; Mystery; Thriller; ,7,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
818,1h 45min,Fantasy; Horror; Mystery; ,10,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
819,1h 55min,Horror; Mystery; ,9,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
820,2h 2min,Action; Fantasy; Horror; ,3,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
821,2h 1min,Action; Fantasy; Horror; ,1,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
822,2h 3min,Drama; Horror; ,10,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
823,1h 43min,Drama; Horror; Mystery; ,2,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
824,1h 48min,Action; Crime; Horror; ,0,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
825,1h 51min,Horror; Mystery; ,11,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
826,2h 6min,Horror; Sci-Fi; ,10,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
827,1h 54min,Action; Horror; Sci-Fi; ,4,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
828,1h 43min,Horror; Mystery; Thriller; ,3,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
829,1h 55min,Adventure; Drama; Horror; ,1,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
830,2h 4min,Drama; Horror; Sci-Fi; ,11,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
831,1h 40min,Horror; Sci-Fi; ,4,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
832,1h 44min,Fantasy; Horror; Mystery; ,5,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
833,2h 2min,Horror; Sci-Fi; Thriller; ,4,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
834,1h 40min,Action; Horror; Sci-Fi; ,2,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
835,1h 53min,Comedy; Fantasy; Horror; ,4,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
836,2h,Action; Horror; Sci-Fi; ,7,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
837,1h 41min,Action; Horror; ,2,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
838,1h 33min,Horror; Mystery; ,9,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
839,1h 21min,Horror; Mystery; ,6,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
840,1h 38min,Horror; Thriller; ,2,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
841,1h 49min,Action; Horror; Sci-Fi; ,10,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
842,1h 49min,Action; Horror; Sci-Fi; ,1,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
843,1h 31min,Horror; Thriller; ,9,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
844,1h 26min,Horror; Mystery; Thriller; ,9,6.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
845,2h 14min,Horror; Mystery; Thriller; ,5,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
846,1h 38min,Comedy; Horror; Romance; ,1,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
847,2h 7min,Drama; Horror; Mystery; ,5,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
848,1h 50min,Horror; Mystery; Thriller; ,9,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
849,2h 5min,Horror; ,3,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
850,1h 28min,Crime; Horror; Thriller; ,7,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
851,1h 56min,Horror; Mystery; Thriller; ,2,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
852,1h 40min,Horror; Mystery; Thriller; ,2,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
853,1h 44min,Horror; Sci-Fi; Thriller; ,2,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
854,1h 31min,Horror; ,10,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
855,1h 25min,Horror; Thriller; ,5,5.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
856,1h 39min,Adventure; Horror; Thriller; ,7,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
857,1h 57min,Action; Fantasy; Horror; ,2,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
858,1h 28min,Action; Fantasy; Horror; ,0,6.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
859,1h 46min,Comedy; Fantasy; Horror; ,5,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
860,1h 34min,Drama; Horror; ,10,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
861,2h 3min,Horror; Mystery; Thriller; ,6,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
862,1h 32min,Drama; Horror; Mystery; ,1,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
863,2h 8min,Horror; ,10,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
864,2h 17min,Drama; Horror; ,9,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
865,1h 39min,Horror; Thriller; ,4,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
866,2h 49min,Drama; Fantasy; Horror; ,8,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
867,1h 34min,Action; Horror; Sci-Fi; ,8,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
868,2h 1min,Drama; Horror; Mystery; ,8,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
869,1h 41min,Action; Adventure; Horror; ,7,5.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
870,1h 25min,Horror; ,3,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
871,1h 34min,Action; Horror; Sci-Fi; ,8,6.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
872,3h 11min,Action; Horror; Thriller; ,3,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
873,1h 48min,Horror; Mystery; Thriller; ,9,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
874,1h 35min,Drama; Fantasy; Horror; ,1,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
875,1h 24min,Drama; Horror; Mystery; ,6,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
876,1h 34min,Horror; ,0,5.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
877,1h 40min,Horror; Thriller; ,0,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
878,1h 59min,Drama; Horror; Mystery; ,2,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
879,2h 28min,Drama; Horror; Mystery; ,6,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
880,1h 38min,Horror; ,10,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
881,1h 29min,Comedy; Horror; ,11,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
882,1h 53min,Action; Horror; Thriller; ,9,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
883,1h 36min,Action; Adventure; Horror; ,8,5.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
884,1h 21min,Comedy; Horror; ,1,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
885,1h 47min,Horror; Thriller; ,2,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
886,1h 36min,Drama; Horror; Sci-Fi; ,7,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
887,1h 36min,Horror; Sci-Fi; Thriller; ,7,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
888,1h 31min,Fantasy; Horror; Thriller; ,3,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
889,2h,Horror; Mystery; ,11,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
890,1h 46min,Horror; Mystery; Thriller; ,8,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
891,1h 30min,Horror; Thriller; ,0,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
892,1h 26min,Comedy; Horror; ,1,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
893,1h 45min,Action; Fantasy; Horror; ,5,5.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
894,1h 23min,Comedy; Horror; ,6,5.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
895,2h 2min,Horror; Mystery; Thriller; ,9,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
896,1h 45min,Drama; Fantasy; Horror; ,0,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
897,1h 58min,Action; Horror; Thriller; ,9,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
898,1h 24min,Comedy; Horror; ,2,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
899,1h 28min,Action; Fantasy; Horror; ,0,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
900,2h 30min,Biography; Drama; Music; ,2,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
901,1h 46min,Drama; Music; ,1,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
902,2h 8min,Comedy; Drama; Music; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
903,2h 14min,Biography; Drama; Music; ,10,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
904,2h 16min,Drama; Music; Romance; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
905,1h 52min,Comedy; Music; Romance; ,9,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
906,1h 49min,Comedy; Music; ,9,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
907,1h 50min,Drama; Music; ,10,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
908,2h 1min,Comedy; Music; Romance; ,2,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
909,2h 16min,Biography; Drama; Music; ,10,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
910,1h 40min,Drama; Music; Romance; ,7,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
911,1h 49min,Comedy; Music; ,5,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
912,1h 53min,Comedy; Drama; Music; ,2,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
913,1h 34min,Comedy; Music; ,1,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
914,1h 44min,Comedy; Drama; Music; ,6,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
915,1h 55min,Comedy; Music; ,4,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
916,2h 32min,Biography; Drama; Music; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
917,1h 44min,Comedy; Drama; Music; ,0,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
918,1h 37min,Comedy; Music; Romance; ,1,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
919,1h 22min,Comedy; Music; ,2,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
920,1h 50min,Drama; Music; ,10,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
921,2h 1min,Biography; Drama; Music; ,4,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
922,1h 46min,Comedy; Drama; Music; ,1,6.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
923,2h 9min,Action; Drama; Music; ,10,6.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
924,1h 47min,Drama; Fantasy; Music; ,7,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
925,1h 26min,Drama; Music; Romance; ,5,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
926,1h 44min,Crime; Drama; Music; ,7,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
927,1h 30min,Adventure; Comedy; Music; ,1,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
928,1h 57min,Comedy; Drama; Music; ,10,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
929,1h 40min,Comedy; Drama; Music; ,7,5.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
930,1h 35min,Horror; Music; Thriller; ,4,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
931,1h 54min,Drama; Music; ,10,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
932,1h 56min,Comedy; Fantasy; Music; ,5,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
933,1h 33min,Adventure; Comedy; Music; ,10,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
934,1h 44min,Comedy; Music; Romance; ,1,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
935,1h 30min,Comedy; Drama; Music; ,9,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
936,1h 34min,Drama; Music; Mystery; ,8,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
937,1h 52min,Comedy; Music; Romance; ,6,6.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
938,1h 52min,Drama; Music; Romance; ,1,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
939,1h 46min,Comedy; Drama; Music; ,2,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
940,2h 20min,Biography; Drama; Music; ,2,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
941,2h 20min,Biography; Drama; Music; ,6,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
942,1h 47min,Drama; Music; Romance; ,2,6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
943,1h 38min,Drama; Music; Romance; ,1,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
944,2h 1min,Drama; Music; Romance; ,1,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
945,1h 59min,Drama; Music; ,10,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
946,1h 35min,Comedy; Drama; Music; ,8,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
947,2h 4min,Comedy; Drama; Music; ,11,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
948,1h 58min,Drama; Music; ,11,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
949,1h 47min,Drama; Music; Romance; ,1,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
950,2h 10min,Drama; Music; ,11,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
951,1h 36min,Comedy; Drama; Music; ,11,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
952,1h 48min,Comedy; Drama; Music; ,9,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
953,2h 2min,Biography; Drama; Music; ,8,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
954,1h 56min,Drama; Music; ,2,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
955,1h 35min,Comedy; Drama; Music; ,5,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
956,1h 30min,Comedy; Music; ,5,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
957,2h 49min,Drama; Music; Romance; ,9,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
958,1h 52min,Drama; Music; Romance; ,0,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
959,1h 22min,Comedy; Music; Romance; ,9,6.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
960,1h 37min,Drama; Music; ,2,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
961,2h 15min,Biography; Drama; Music; ,11,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
962,1h 33min,Comedy; Music; ,11,5.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
963,1h 27min,Comedy; Music; ,5,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
964,1h 55min,Comedy; Drama; Music; ,6,5.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
965,1h 57min,Biography; Drama; Music; ,3,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
966,1h 45min,Biography; Drama; Music; ,1,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
967,1h 28min,Comedy; Music; ,10,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
968,1h 30min,Comedy; Drama; Music; ,9,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
969,2h 10min,Drama; Music; ,5,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
970,1h 35min,Drama; Music; Romance; ,3,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
971,1h 46min,Biography; Drama; Music; ,3,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
972,1h 44min,Comedy; Music; ,7,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
973,1h 53min,Comedy; Drama; Music; ,9,5.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
974,1h 37min,Drama; Horror; Music; ,8,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
975,1h 29min,Drama; History; Music; ,5,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
976,1h 34min,Drama; Music; Romance; ,11,5.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
977,1h 46min,Comedy; Drama; Music; ,9,6.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
978,2h 47min,Comedy; Drama; Music; ,11,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
979,1h 45min,Drama; Music; ,8,6.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
980,1h 38min,Drama; Fantasy; Music; ,10,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
981,1h 58min,Biography; Drama; Music; ,5,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
982,1h 27min,Comedy; Music; ,6,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
983,1h 56min,Crime; Drama; Music; ,6,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
984,2h 39min,Drama; Music; ,10,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
985,2h 3min,Comedy; Music; ,5,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
986,1h 42min,Comedy; Music; ,7,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
987,2h 1min,Biography; Drama; Music; ,5,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
988,2h 23min,Drama; Music; ,0,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
989,1h 35min,Comedy; Music; ,7,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
990,1h 58min,Drama; Music; ,9,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
991,3h,Action; Comedy; Music; ,9,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
992,1h 33min,Comedy; Music; ,0,3.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
993,2h 11min,Drama; Music; Romance; ,7,5.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
994,2h 14min,Biography; Drama; Music; ,5,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
995,1h 35min,Comedy; Drama; Music; ,2,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
996,1h 58min,Comedy; Drama; Music; ,8,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
997,1h 35min,Comedy; Drama; Music; ,7,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
998,2h 10min,Drama; Music; Mystery; ,5,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
999,1h 33min,Drama; Music; ,7,5.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1000,2h 7min,Crime; Drama; Mystery; ,8,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
