,movie_rated,run_length,release_date,rating,genre_action,genre_adventure,genre_sci-fi,genre_drama,genre_fantasy,genre_war,genre_comedy,genre_animation,genre_crime,genre_thriller,genre_mystery,genre_horror,genre_biography,genre_history,genre_music,genre_sport,genre_romance,genre_western
777,R,2h 17min,9 May 2016 (India),6.5,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
778,R,2h 10min,19 January 2018 (USA),6.6,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
779,PG-13,2h 13min,7 October 1994 (USA),7.5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
780,PG-13,1h 57min,29 January 2016 (USA),6.8,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
781,PG-13,2h 18min,19 July 2002 (USA),6.7,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
782,PG,1h 45min,8 January 2010 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
783,Not Rated,2h 42min,25 April 2012 (USA),6.7,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
784,PG,2h 5min,31 October 1986 (USA),7.4,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
785,PG-13,2h 25min,12 January 2001 (USA),7.3,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
786,PG-13,1h 49min,10 April 2015 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
787,R,1h 53min,11 December 2015 (USA),6.6,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
788,Not Rated,1h 6min,24 December 1925 (Soviet Union),8.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
789,Not Rated,2h 10min,22 January 2016 (USA),8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
790,G,2h 58min,4 October 1962 (USA),7.8,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
791,PG-13,2h 18min,8 November 2019 (USA),6.7,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
792,PG,2h 55min,15 June 1977 (USA),7.4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
793,R,2h 21min,1 February 1985 (USA),7.8,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
794,R,2h 26min,16 December 2011 (China),7.6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
795,R,2h 3min,29 March 2019 (USA),7.6,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
796,PG,2h 15min,6 February 2004 (USA),7.5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
797,R,2h 23min,4 August 2017 (USA),7.3,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
798,Passed,1h 54min,25 October 1928 (France),8.1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
799,R,1h 29min,8 June 2018 (Poland),7.6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
800,R,2h 26min,13 June 1980 (USA),8.4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
801,R,1h 57min,22 June 1979 (USA),8.4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
802,PG-13,1h 56min,21 June 2013 (USA),7.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
803,R,1h 49min,8 September 1960 (USA),8.5,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
804,R,1h 39min,24 September 2004 (USA),7.9,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
805,R,1h 44min,24 February 2017 (USA),7.7,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
806,R,2h 15min,8 September 2017 (USA),7.3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
807,R,1h 52min,19 July 2013 (USA),7.5,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
808,PG-13,1h 57min,20 January 2017 (USA),7.3,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
809,PG-13,1h 30min,6 April 2018 (USA),7.5,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
810,R,1h 43min,29 October 2004 (USA),7.6,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
811,R,1h 53min,27 June 2003 (USA),7.6,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
812,PG-13,1h 25min,18 January 2008 (USA),7.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
813,R,1h 35min,13 April 2012 (USA),7.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
814,R,1h 49min,25 June 1982 (USA),8.1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
815,R,2h 2min,26 December 1973 (USA),8.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
816,R,1h 56min,21 December 2007 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
817,PG-13,1h 44min,10 August 2001 (USA),7.6,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
818,R,1h 45min,19 November 1999 (USA),7.3,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
819,PG-13,1h 55min,18 October 2002 (USA),7.1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
820,PG-13,2h 2min,2 April 2004 (USA),6.8,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
821,R,2h 1min,18 February 2005 (USA),7.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
822,R,2h 3min,11 November 1994 (USA),7.6,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
823,PG-13,1h 43min,11 March 2016 (USA),7.2,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
824,R,1h 48min,19 January 1996 (USA),7.2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
825,R,1h 51min,20 December 1996 (USA),7.2,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
826,R,2h 6min,21 November 2007 (USA),7.1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
827,R,1h 54min,22 May 1992 (USA),6.5,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
828,PG-13,1h 43min,1 April 2011 (USA),6.8,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
829,R,1h 55min,23 February 2018 (USA),6.9,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
830,R,2h 4min,21 December 2018 (USA),6.6,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
831,R,1h 40min,11 May 2007 (USA),7.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
832,PG-13,1h 44min,22 June 2007 (USA),6.8,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
833,R,2h 2min,19 May 2017 (USA),6.4,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
834,R,1h 40min,15 March 2002 (USA),6.7,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
835,PG-13,1h 53min,11 May 2012 (USA),6.2,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
836,R,2h,21 August 1998 (USA),7.1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
837,R,1h 41min,19 March 2004 (USA),7.3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
838,R,1h 33min,28 October 2005 (USA),6.6,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
839,R,1h 21min,30 July 1999 (USA),6.5,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
840,R,1h 38min,17 March 2000 (USA),6.7,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
841,R,1h 49min,26 November 1997 (USA),6.2,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
842,R,1h 49min,18 February 2000 (USA),7.1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
843,R,1h 31min,27 October 1978 (USA),7.8,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
844,R,1h 26min,16 October 2009 (USA),6.3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
845,R,2h 14min,10 June 2016 (USA),7.3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
846,PG-13,1h 38min,1 February 2013 (USA),6.9,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
847,R,2h 7min,8 June 2018 (USA),7.3,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
848,R,1h 50min,12 October 2012 (USA),6.8,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
849,R,2h 5min,21 April 2006 (USA),6.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
850,R,1h 28min,26 August 2016 (USA),7.1,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
851,R,1h 56min,22 March 2019 (USA),6.9,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
852,R,1h 40min,13 March 2015 (USA),6.8,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
853,R,1h 44min,24 March 2017 (USA),6.6,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
854,R,1h 31min,16 November 1984 (USA),7.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
855,R,1h 25min,7 June 2013 (USA),5.7,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
856,R,1h 39min,4 August 2006 (USA),7.2,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
857,R,1h 57min,22 March 2002 (USA),6.7,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
858,R,1h 28min,25 January 2013 (USA),6.1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
859,PG,1h 46min,8 June 1984 (USA),7.3,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
860,Not Rated,1h 34min,28 November 2014 (USA),6.8,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
861,R,2h 3min,24 July 2009 (USA),6.9,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
862,R,1h 32min,19 February 2016 (USA),6.9,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
863,R,2h 8min,13 November 1992 (USA),7.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
864,R,2h 17min,17 October 1968 (France),8.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
865,PG-13,1h 39min,29 May 2009 (USA),6.5,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
866,R,2h 49min,6 September 2019 (USA),6.6,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
867,R,1h 34min,10 September 2004 (USA),6.2,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
868,R,2h 1min,15 September 2017 (USA),6.6,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
869,PG-13,1h 41min,13 August 2004 (USA),5.6,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
870,NC-17,1h 25min,15 April 1983 (USA),7.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
871,R,1h 34min,21 September 2007 (USA),6.3,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
872,R,3h 11min,6 April 2007 (USA),7.5,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
873,R,1h 48min,27 October 2006 (USA),6.2,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
874,PG-13,1h 35min,3 February 2012 (USA),6.4,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
875,R,1h 24min,10 July 1998 (USA),7.4,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
876,R,1h 34min,6 January 2006 (USA),5.9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
877,PG-13,1h 40min,18 January 2013 (USA),6.2,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
878,PG-13,1h 59min,29 March 1963 (USA),7.7,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
879,R,2h 28min,3 July 2019 (USA),7.1,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
880,R,1h 38min,16 November 1976 (USA),7.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
881,R,1h 29min,9 December 2010 (Kazakhstan),7.5,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
882,R,1h 53min,19 October 2007 (USA),6.6,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
883,R,1h 36min,10 September 2010 (USA),5.8,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
884,R,1h 21min,19 February 1993 (USA),7.5,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
885,R,1h 47min,10 March 2006 (USA),6.4,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
886,R,1h 36min,15 August 1986 (USA),7.6,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
887,R,1h 36min,15 August 1997 (USA),6.7,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
888,R,1h 31min,5 April 2013 (USA),6.5,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
889,R,2h,12 December 1997 (USA),6.2,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
890,PG-13,1h 46min,13 September 2013 (USA),6.6,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
891,R,1h 30min,31 January 2003 (USA),6.2,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
892,R,1h 26min,13 February 2015 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
893,R,1h 45min,22 June 2012 (USA),5.9,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
894,R,1h 23min,4 July 2001 (USA),5.3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
895,R,2h 2min,19 October 2001 (USA),6.8,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
896,R,1h 45min,11 January 2008 (USA),7.4,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
897,TV-MA,1h 58min,21 October 2016 (India),7.5,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
898,R,1h 24min,13 March 1987 (USA),7.8,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
899,R,1h 28min,20 January 2012 (USA),6.4,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
900,R,2h 30min,28 March 2003 (USA),8.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
901,R,1h 46min,20 February 2015 (India),8.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
902,PG-13,2h 8min,25 December 2016 (USA),8.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
903,PG-13,2h 14min,2 November 2018 (USA),8.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
904,R,2h 16min,5 October 2018 (USA),7.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
905,PG-13,1h 52min,5 October 2012 (USA),7.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
906,PG-13,1h 49min,3 October 2003 (USA),7.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
907,R,1h 50min,8 November 2002 (USA),7.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
908,Not Rated,2h 1min,19 March 1959 (USA),8.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
909,PG-13,2h 16min,18 November 2005 (USA),7.8,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
910,PG-13,1h 40min,21 August 1987 (USA),7.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
911,R,1h 49min,4 June 2010 (USA),6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
912,R,1h 53min,31 March 2000 (USA),7.5,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
913,PG-13,1h 34min,14 February 1992 (USA),7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
914,R,1h 44min,11 July 2014 (USA),7.4,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
915,PG-13,1h 55min,15 May 2015 (USA),6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
916,PG-13,2h 32min,29 October 2004 (USA),7.7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
917,R,1h 44min,10 January 2014 (USA),7.5,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
918,PG-13,1h 37min,13 February 1998 (USA),6.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
919,R,1h 22min,2 March 1984 (USA),7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
920,R,1h 50min,10 November 2000 (USA),7.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
921,R,2h 1min,31 May 2019 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
922,PG-13,1h 46min,5 February 2016 (USA),6.3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
923,R,2h 9min,25 November 1992 (USA),6.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
924,PG-13,1h 47min,22 August 2014 (USA),6.7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
925,R,1h 26min,15 June 2007 (USA),7.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
926,PG-13,1h 44min,11 August 2006 (USA),6.5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
927,PG,1h 30min,17 February 1989 (USA),6.9,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
928,R,1h 57min,13 November 2009 (USA),7.4,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
929,PG-13,1h 40min,4 August 2000 (USA),5.7,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
930,R,1h 35min,13 May 2016 (USA),7.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
931,PG,1h 54min,21 November 2007 (USA),7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
932,PG-13,1h 56min,28 June 2019 (USA),6.8,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
933,R,1h 33min,22 November 2006 (USA),6.8,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
934,PG-13,1h 44min,14 February 2007 (USA),6.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
935,PG-13,1h 30min,3 October 2008 (USA),6.6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
936,R,1h 34min,8 September 1993 (France),7.9,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
937,R,1h 52min,6 July 2012 (USA),6.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
938,R,1h 52min,5 February 2010 (USA),7.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
939,PG-13,1h 46min,17 March 2016 (Ireland),7.9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
940,R,2h 20min,1 March 1991 (USA),7.2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
941,PG-13,2h 20min,20 July 2007 (USA),7.6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
942,PG,1h 47min,31 March 2010 (USA),6.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
943,PG-13,1h 38min,14 February 2008 (USA),6.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
944,R,2h 1min,11 February 1994 (USA),7.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
945,PG-13,1h 59min,24 November 2010 (USA),6.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
946,R,1h 35min,5 September 2014 (USA),7.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
947,R,2h 4min,4 December 2015 (USA),7.3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
948,R,1h 58min,16 December 1977 (USA),6.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
949,PG,1h 47min,17 February 1984 (USA),6.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
950,PG-13,2h 10min,25 December 2006 (USA),6.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
951,R,1h 36min,21 December 2007 (USA),6.8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
952,PG,1h 48min,4 October 1996 (USA),6.9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
953,R,2h 2min,26 September 2007 (France),7.7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
954,R,1h 56min,2 March 2007 (USA),6.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
955,R,1h 35min,11 June 2004 (USA),7.1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
956,PG,1h 30min,8 June 1984 (USA),7.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
957,R,2h 49min,28 October 1998 (Italy),8.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
958,PG-13,1h 52min,12 January 2001 (USA),6.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
959,PG-13,1h 22min,2 October 1998 (USA),6.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
960,PG-13,1h 37min,17 March 2004 (France),7.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
961,R,2h 15min,7 December 2007 (USA),6.9,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
962,PG-13,1h 33min,22 December 2017 (USA),5.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
963,R,1h 27min,3 June 2016 (USA),6.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
964,R,1h 55min,1 July 2015 (USA),5.6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
965,PG-13,1h 57min,24 April 2009 (USA),6.7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
966,PG-13,1h 45min,14 February 1997 (USA),7.7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
967,PG,1h 28min,10 November 1968 (USA),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
968,PG-13,1h 30min,20 October 1995 (USA),6.7,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
969,PG-13,2h 10min,19 June 2009 (USA),8.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
970,R,1h 35min,15 April 1983 (USA),6.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
971,R,1h 46min,8 April 2010 (Malaysia),6.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
972,R,1h 44min,10 August 1994 (USA),7.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
973,PG-13,1h 53min,14 October 2011 (USA),5.9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
974,R,1h 37min,19 September 2018 (France),7.1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
975,R,1h 29min,8 June 2018 (Poland),7.6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
976,PG-13,1h 34min,5 December 2003 (USA),5.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
977,PG-13,1h 46min,15 October 2004 (USA),6.1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
978,Not Rated,2h 47min,12 December 2008 (USA),7.2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
979,R,1h 45min,7 September 2001 (USA),6.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
980,R,1h 38min,22 November 1991 (USA),7.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
981,TV-MA,1h 58min,7 June 2013 (UK),7.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
982,G,1h 27min,7 July 1964 (UK),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
983,R,1h 56min,22 July 2005 (USA),7.3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
984,Not Rated,2h 39min,11 November 2011 (USA),7.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
985,PG-13,2h 3min,26 June 2020 (USA),6.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
986,PG-13,1h 42min,20 August 2008 (USA),6.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
987,PG-13,2h 1min,19 June 2015 (USA),7.4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
988,PG,2h 23min,19 January 1996 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
989,R,1h 35min,13 August 1999 (USA),6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
990,R,1h 58min,23 October 1998 (UK),7.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
991,Not Rated,3h,24 October 2014 (USA),5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
992,PG,1h 33min,23 January 1998 (USA),3.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
993,R,2h 11min,17 August 2001 (USA),5.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
994,R,2h 14min,20 June 2014 (USA),6.8,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
995,PG-13,1h 35min,10 March 2000 (USA),7.2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
996,R,1h 58min,13 September 1991 (USA),7.6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
997,R,1h 35min,31 August 2001 (USA),7.7,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
998,R,2h 10min,11 June 1999 (USA),7.6,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
999,R,1h 33min,28 August 1998 (USA),5.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
